created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
15/10/2020 00:01,1.32E+18,"BREAKING — Twitter Safety account provides info on why they have taken action against #NYPost story / article link that discusses #JoeBiden and his son #HunterBiden.

#Censorship #Facebook #Maga https://t.co/53FSqcW6Cr",1,1,Twitter for iPhone,1.25E+18,Insider Paper,TheInsiderPaper,"Insider Paper is your source to real news from around the globe. The site covers Breaking news, Tech News, Business News and Politics News",06/04/2020 18:09,1200,,,,,,,,,00:07.8
15/10/2020 00:01,1.32E+18,"Comments on this? ""Do Democrats Understand how Ruthless China is?"" https://t.co/QevK00yhs3 #China #HunterBiden #JoeBiden #BidenHarris #BidenHarris2020 #TrumpPence2020 #Trump #realDonaldTrump #WTO #coronavirus #trade https://t.co/Wjm1hyTFNZ",0,0,Twitter Web App,101659277,John Ubaldi,ubaldireports,Just Facts... No Fiction on domestic and global political issues.,04/01/2010 04:34,83,"Tampa, Florida",27.9477595,-82.458444,Tampa,United States of America,North America,Florida,FL,00:08.8
15/10/2020 00:01,1.32E+18,https://t.co/khrZuHsrQI here is #JoeBiden admitting to it,0,0,Twitter Web App,9.33E+17,4u2,whipit_Studio,,22/11/2017 03:09,11,,,,,,,,,00:09.3
15/10/2020 00:01,1.32E+18,I’m going to share things I like about Biden more. You should too. #BidenCares #Biden #ChickenTrump #KamalaHarris https://t.co/nBTI228sa2,0,0,Twitter for iPhone,915369254,Sammy McCarty,SammyTMcCarty,Sammy priorities 1) Labor’s rights 2) women's rights 3)Prison reform/marijuana legalization 4)Lions football,30/10/2012 19:50,394,"Rosemount, MN",,,,,,,,00:09.8
15/10/2020 00:01,1.32E+18,#HunterBiden #HunterBidenEmails #JoeBiden #JoeBidenMustStepDown https://t.co/R09rW36Qu8,0,1,Twitter for iPad,809904438,Cheri A. 🇺🇸,Biloximeemaw,"Locked and loaded Meemaw. Love God, my family and my country. I will fight til my last breath for my children and grand children's freedoms. Trump2020",08/09/2012 01:03,6628,,,,,,,,,00:10.4
15/10/2020 00:01,1.32E+18,"In an effort to find the truth about allegations that @Twitter isn't allowing people to share the link to a @nypost article about Hunter Biden, this is what popped up #NYPost #HunterBiden #Biden #Election2020 https://t.co/yYImdZrOKz",1,0,Twitter Web App,1.17E+18,The Big Homie,_dbrown_23,"#YAHDOG Posse's Top Guy.
@illinivideo
@Illinois_Alma @UIJournalism '23 🔶, @ParklandCollege '21 🐍
Previous work: @WGCYRadio.",24/08/2019 04:25,954,"Champaign, IL",40.1164205,-88.2433829,,United States of America,North America,Illinois,IL,00:10.9
15/10/2020 00:01,1.32E+18,Twitter is doing everything they can to help Democrats win the election. Making sure nobody sees a negative story about Biden. Only Negative stories on Trump. #TwitterCensorship #Biden #Ukraine #HunterBiden https://t.co/dbLKQBMvRU,1,0,Twitter for iPhone,1.14E+18,Wynward,Joelwhct,,15/06/2019 18:24,2,"Hollywood, FL",34.0980031,-118.329523,Los Angeles,United States of America,North America,California,CA,00:11.4
15/10/2020 00:01,1.32E+18,#JoeBiden calls him a lier and then insults him for being overweight.  Biden shows his low IQ daily.  Maybe Joe should hold town halls in kindergarten.  He’ll be amongst equals and no one will say anything when he takes his afternoon nap https://t.co/Mr2nh102nG,0,0,Twitter for iPhone,828359293,Andy 🇺🇸,VandyRick,,17/09/2012 04:52,15,United States,39.7837304,-100.4458825,,United States,North America,,,00:11.9
15/10/2020 00:01,1.32E+18,"@ProjectLincoln @nypost VOTE wisely.
and by wisely I mean for JOE… or else
we will have to see on t.v. for….

#JoeBiden @JoeBiden https://t.co/HB1kGUOdZT",30,4,Twitter Web App,54361678,Ginger Kitty,icecreamonacone,"I'm just a ginger kitty. I'm chill for the most part & nap often. I'm not political. But this cat is pissed. This ""President"" is stepping on my tail. hiss",06/07/2009 22:49,1701,,,,,,,,,00:12.4
15/10/2020 00:01,1.32E+18,@RealJamesWoods #BidenCrimeFamily #JoeBiden #HunterBiden #HunterBidenEmails https://t.co/ottX1yP37j,0,0,Twitter for Android,1.30E+18,Sam KEYS,SamKEYS65729181,Patriot,01/09/2020 16:45,29,"Los Angeles, CA",34.0536909,-118.242766,Los Angeles,United States of America,North America,California,CA,00:12.9
15/10/2020 00:01,1.32E+18,VOTE FOR #JoeBiden https://t.co/IIROoL5U0O,9,5,Twitter for iPhone,278714232,FedUpInAmerica 🏴‍☠️,bvroman1955,VOTE: Your life depends on it!#TrumpLiesAmericansDie #DumpTrump #DitchMitch #VoteBlue2020 #BLM🌈#LincolnVoter 🇺🇸 No DM #JoeBidenKamalaHarris 🇺🇸☮️,07/04/2011 20:36,1312,"Florida, USA",27.7567667,-81.4639835,,United States of America,North America,Florida,FL,00:13.5
15/10/2020 00:02,1.32E+18,#Trump is tearing up #Biden at the #TrumpRally over the #HunterBidenEmails,0,1,Twitter Web App,138870199,BIBLE MAN ✝️ Jesus' Rapture The Last Day John 6:40,acceptjesusnow,Jesus' #Rapture Prophecy The Last Day. This is the only correct explication of the Rapture ever published. https://t.co/qvS2JBo4l4,30/04/2010 21:28,2589,"Hemet, California  ",33.7475203,-116.9719684,,United States of America,North America,California,CA,00:14.0
15/10/2020 00:02,1.32E+18,"#Trump #Obama #Clinton #Biden

#ManWomanPersonCameraTV

#RockPaperScissors

#HandsFaceSpace

#VoteJoeBiden 

#USElection #USElection2020

#Pence vs #Harris

#DrugsTest #TrumpDrugs #BidenDrugs

#InjectDisinfectant #PowerfulLight through the skin or some other way 😳🙆🏽‍♂️🤷🏽‍♂️🤦🏽‍♂️ https://t.co/tBqSpgWoR0",0,0,Twitter for iPhone,132163121,Saroop Rooprai FIA,roshannnikhil,🌶G20 YEA UK DELEGATE 🌶ACTUARY 🌶 CORPORATE FINANCE 🌶KPMG Veteran 🌶REAL ESTATE 🌶BRAND AMBASSADOR 🌶NED 🌶PENSION TRUSTEE 🌶CHEF 🌶LFC YNWA,12/04/2010 13:11,841,"London, UK",51.5073219,-0.1276474,London,United Kingdom,Europe,England,ENG,00:14.5
15/10/2020 00:02,1.32E+18,Come on @ABC PLEASE DO THE RIGHT THING. Move the #biden town hall.  I bet a requirement for Orange Monkey to do the NBC town hall was to have it opposite Biden.  PLEASE MOVE YOURS.,0,0,Twitter Web App,334322367,Elphygirl,Elphygirl,"#imwithher - forever. Mother, Wife. Daughter. Keep your religion out of my body. #Resist",12/07/2011 22:32,166,"New York, NY",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,00:15.0
15/10/2020 00:02,1.32E+18,"If the actions of Facebook and Twitter over the #NewYorkPost expose on #Biden and his son doesn't convince you that the corporate media is manufactured news/MIC/thought control bullshit, nothing will.",0,0,Twitter Web App,1.22E+18,SqueakyJ7720,JT70006955,#WearAMask and save lives!  #ACAB #Medicare4All #FreeCollege #Reparations #Lakers #blackempowerment,23/01/2020 06:32,85,,,,,,,,,00:15.5
15/10/2020 00:02,1.32E+18,"#Omg...he'll probably be whispering in #Biden's ear, 
""Don't f*ck this up...#China is counting on us..."" 

#NoTPP #StopTPP #NoCPTPP #StopCPTPP

https://t.co/eqI3atGiw9 https://t.co/8ySX3OWubx https://t.co/QBpLJIBwfT",0,0,Twitter Web App,2281727857,⏳Elizabeth Mueller⌛️,LizActivate,"Once #StopTPPCallTeam & #WeStoppedTPP (in USA). Now, we're #StopCPTPPCallTeam! We call Congress, DAILY, & say:#StopCPTPP!",08/01/2014 06:51,3313,,,,,,,,,00:16.1
15/10/2020 00:02,1.32E+18,"@MaryBriggs1 God forbid that Biden should get anything, no control, nothing! 
If you watch #Biden, he gets out of control on every slightest questions!
How can a person like him, be a Commander in Chief of the United States of America?
How?",1,1,Twitter for Android,3385804869,@egoyibonwaiwu,egoyibo55,Retired London business woman,21/07/2015 13:20,2464,"England, United Kingdom",52.7954791,-0.5402403,,United Kingdom,Europe,England,ENG,00:16.6
15/10/2020 00:02,1.32E+18,"@TwitterSafety You don’t usually bother, why the huge effort in response to the #Biden @nypost story?",1,0,Twitter for iPhone,3909089596,Steve in London #LetsGetGoing,LordCLQTR,"Conservative, gay (most of the time), pro #Brexit.",09/10/2015 12:54,621,United Kingdom,54.7023545,-3.2765753,,United Kingdom,Europe,,,00:17.1
15/10/2020 00:02,1.32E+18,"#realDonaldTrump addresses #JoeBiden and #HunterBiden corruption, more proof of which discovered on a laptop.
#ObamaBidenGate #NYPost #MSNBC #CBS #NBC #ABC #FoxNews #KamalaHarris https://t.co/7RtMOdoXGd",0,1,Twitter for iPhone,3381891372,Truth Hurts,TheTruthSekr,"You are only a victim of yourself and your poor choices. No one owes you anything. Ask Mr Denny, don’t brake for protesters.   Democrats are the enemy within.",29/08/2015 13:25,411,"Minneapolis, MN",44.9772995,-93.2654692,Minneapolis,United States of America,North America,Minnesota,MN,00:17.6
15/10/2020 00:02,1.32E+18,#unflatteringdogphotochallenge #HunterBiden #CNN #Biden #ChickenTrump #AmericaFirst #bachelorette #90DayFiance #BigBrother #coronavirus #BidenHarris2020 #JoeBiden https://t.co/mnalZeTKmM https://t.co/hWV9PBbiJX,0,0,Twitter for iPhone,4498088794,Tony Baloney,tony_baloney2,,16/12/2015 01:51,5,,,,,,,,,00:18.1
15/10/2020 00:02,1.32E+18,A simple question. Who are you voting for? #2020Election #DonaldTrump #JoeBiden #uspoli #mapoli,1,1,Twitter for Android,8.96E+17,John MacDonald for the People,jmac4thepeople,"Father, veteran, veteran's advocate, former candidate for MA State Senate, weekly columnist for the Lowell Sun, Fitchburg Sentinel , an American Patriot .",10/08/2017 19:22,1253,"Lowell, MA",42.6334247,-71.3161718,Lowell,United States of America,North America,Massachusetts,MA,00:19.2
15/10/2020 00:02,1.32E+18,"@Twitter, since you are censoring free speech, in regards to the #JoeBiden email scandal, I opened up a @parler_app account. I wouldn't have done it without your motivation!
@JoeBiden #Parler #censorship #Twitter #Conservative",0,0,Twitter for Android,1.25E+18,Gen X James,GenXJames1,"I'm a non apologetic, non Millennial.
I am a patriotic American.
I love my girlfriend, animals, the outdoors, guns, photography, God, and freedom.",18/04/2020 07:30,29,"Minnesota, USA",45.9896587,-94.6113288,,United States of America,North America,Minnesota,MN,00:19.7
15/10/2020 00:02,1.32E+18,@Timodc OH BARF! Video of #Biden bragging about withholding the money to #Ukraine unless they complied. Fact not your crap.,0,0,Twitter for iPhone,366243436,GrammyNoFilter,pitphx,,01/09/2011 20:45,202,,,,,,,,,00:20.7
15/10/2020 00:02,1.32E+18,#Biden https://t.co/WAFPpbahqX,0,0,Twitter for iPhone,1.28E+18,one_middleman,one_middleman,Libertarian Patriot,25/06/2020 00:11,6,,,,,,,,,00:20.2
15/10/2020 00:02,1.32E+18,"@Twitter blocking people from their account because Hunter Biden introduced his Dad @JoeBiden to the Ukraine dude... $$$$
#JoeBiden has some explaining to do https://t.co/wnebC1y8L7",0,0,Twitter for iPhone,73915832,Anna Moro 🇻🇦🇧🇷🇺🇸,acmtilim,Roman Catholic🇻🇦⚜️ Wife- Mother- love beagles & cats. Shop local/ small business. Blocking anyone using *latinx” in a non sarcastic way.,13/09/2009 16:23,473,,,,,,,,,00:21.2
15/10/2020 00:02,1.32E+18,Has this awoken you from your slumbers yet @BBCJonSopel. Getting to the point where even you may have to file a negative story about #Biden! https://t.co/Y54y25n6dU,1,0,Twitter for iPhone,56670976,malcolm cowing,MalcolmCowing,Retired former Managing Partner of marcoms agency.,14/07/2009 11:36,1349,"Yorkshire, England",38.7930988,-77.4479432,,United States of America,North America,Virginia,VA,00:21.7
15/10/2020 00:02,1.32E+18,"Since Twitter is censoring news, here’s the screen shot... #censorship #biden #BidenHarris2020 #NYPost https://t.co/03TJVAh7xE",941,608,Twitter for iPhone,23171537,Jeff,jeff4cy,"Father, husband, Lutheran, Iowan, farm kid, Cyclone.",07/03/2009 06:13,346,,,,,,,,,00:22.3
15/10/2020 00:02,1.32E+18,@jolenebuntinguk @realDonaldTrump amazing what you can do these days... time well spent (NOT) #VOTE #maskupUAS #FoxNews '#CNN #JoeBiden #TrumpIsALaughingStock,0,0,Twitter Web App,396415192,Billy Rennie,BillyBillyboy67,"Glasgow lad, love poker and my guitar.  Glasgow Rangers man but NO BIGOT. So hi to all the twits out there l ;-)😀😀😀",23/10/2011 07:22,21,Scotland,56.7861112,-4.1140518,,United Kingdom,Europe,Scotland,SCT,00:22.8
15/10/2020 00:02,1.32E+18,@heffnera While you have the tar &amp; feathers out why don't you question @JoeBiden about the quid pro quo with the Ukrainians.The #media and Democrats are suppressing the story and hiding the government corruption by #JoeBiden . Do you support corruption? If not let's tar and feather #Biden,0,0,Twitter Web App,1.26E+18,Wes Bledsoe,bledsoe_wes,,12/05/2020 14:11,45,,,,,,,,,00:23.3
15/10/2020 00:02,1.32E+18,@ThePlumLineGS #twitter lies here is #JoeBiden https://t.co/khrZuHsrQI,0,0,Twitter Web App,9.33E+17,4u2,whipit_Studio,,22/11/2017 03:09,11,,,,,,,,,00:24.3
15/10/2020 00:02,1.32E+18,Hunter Biden emails demonstrate the crooked Biden family. #Biden,0,0,Twitter for iPhone,304587787,Mames,Mame2go,"Drats,Drats & Double Drats! Love Ya, Mean it!",24/05/2011 19:28,45,Florida,27.7567667,-81.4639835,,United States of America,North America,Florida,FL,00:24.9
15/10/2020 00:02,1.32E+18,#Twitter #HunterBiden #BigTechCensorship #bigtech #BigTechCoup #JoeBiden #Biden https://t.co/VMgtbVEkTT,0,0,Twitter for Android,1050210018,knock knock,pengyanong,,31/12/2012 12:19,36,,,,,,,,,00:25.9
15/10/2020 00:02,1.32E+18,"@ABC @CBSNews @CNN @NBCNews all ignoring BIDEN family shady dealings with China. #Biden
NY Post exposes Biden crimes. Senate Homeland Security Committee Investigating Hunter Biden Emails https://t.co/PLrGGuEB5L @GOP @TrumpWarRoom @realDonaldTrump",0,0,Twitter for Android,249508009,J. Sittler,datacrown,The past 4 years have proved that liberals & Democrats are the most vile vulgar violent divisive intolerant hypocritical HATEFUL beings out there.,09/02/2011 05:33,3272,,,,,,,,,00:26.4
15/10/2020 00:03,1.32E+18,"@ProjectLincoln @nypost VOTE wisely.
and by wisely I mean for JOE… or else….

#JoeBiden @JoeBiden https://t.co/zitXBdRmWO",39,9,Twitter Web App,54361678,Ginger Kitty,icecreamonacone,"I'm just a ginger kitty. I'm chill for the most part & nap often. I'm not political. But this cat is pissed. This ""President"" is stepping on my tail. hiss",06/07/2009 22:49,1701,,,,,,,,,00:26.9
15/10/2020 00:03,1.32E+18,"Hunter #Biden introduced his father, then-Vice President Joe Biden, to a top executive at a Ukrainian energy firm less than a year before the elder Biden pressured government officials in Ukraine into firing a prosecutor who was investigating the company, according to emails",1,0,Twitter for Android,193687333,Gaminglawyer,GamingLawyer,"Legal & Business Services 4 Online Gaming & Gambling, Sports Gambling, Online Privacy and Litigation
Retweets are NOT endorsements",22/09/2010 13:10,2418,"New York, USA",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,00:27.4
15/10/2020 00:03,1.32E+18,@seeknmeann I guess #beaubiden was just as crooked as his father #joebiden. #democRat party is circling the drain. America loves and backs you Larry Sinclair,1,0,Twitter for iPhone,1.27E+18,SAL,SAL75292573,Nothing to say here.,29/05/2020 14:44,1,,,,,,,,,00:28.5
15/10/2020 00:03,1.32E+18,"Hunter #Biden introduced Ukrainian businessman to VP dad

That is real! Twitter and Facebook literally block every1 from posting this story and link to it &amp; this is mainstream #NewYorkPost!

I hate Trump, but censorship is never a progress - be it from right - be it from left.",1,2,Twitter for iPhone,2964580733,Adam K.Pawłowski🇵🇱,adpaw13,"Rationalist, Empiricist, Agnostic, Deist, Freethinker, Religious Sceptic, Proud Polish Citizen, For-EU Change, Democracy, Human Rights, Secularism, Science",06/01/2015 17:25,4345,"Poland, Warsaw",52.2319581,21.0067249,Warsaw,Poland,Europe,Masovian Voivodeship,MA,00:28.0
15/10/2020 00:03,1.32E+18,"This is from the same night I met the cast of #TWW and I was wearing the same shirt as @AllisonBJanney 😍

#VOTE #voteblue #JoeBiden #LoveTrumpsHate https://t.co/aESuB1ipBq",0,0,Twitter for iPhone,558180437,🦩 Hannah for Biden/Harris🦩,CarlsonHannahM,Band Director • BME Furman University • MM x2 Butler University • Percussionist • Gator Sports Fan • Leonard Bernstein aficionado • she/her • FL-SC-IN-NC,20/04/2012 00:28,133,"Indianapolis, IN",39.7683331,-86.1583502,Indianapolis,United States of America,North America,Indiana,IN,00:29.0
15/10/2020 00:03,1.32E+18,What a load of crap from #Twitter attempting to justify their censorship of @nypost #UkraineGate article especially when they acted in step with @Facebook to suppress this information. Both stepped in 💩 by putting their thumbs on the scale for #Biden &amp; must pay the price! https://t.co/ImOD7zUULN,1,1,Twitter for iPhone,7.57E+17,S Ram,SRAMTH,,23/07/2016 01:14,25,,,,,,,,,00:29.5
15/10/2020 00:03,1.32E+18,"@Jbeckner121105 @nbc Thinking of watching the #SteamingPileOfTrump town hall Thursday?
Please reconsider.
#JoeBiden has a previously announced town hall on 
@ABC @ the same time on Thursday.
#Boycott @MSNBC, @CNBC &amp; the #TrumpTownHall.
Watch #ABC instead.
#BoycottMSNBC #BoycottNBC #Resist #MeToo https://t.co/yEZnETmGFQ",1,0,Twitter Web App,3121635535,#Register AND #Vote!,GOPUggh,"Retweet
Likes Are Like Kissing Your Sister 
#RegisterWith2Friends #VoteWith2Friends
#VetsForGunReform
No Lists",31/03/2015 20:46,1404,,,,,,,,,00:30.0
15/10/2020 00:03,1.32E+18,"Video from The Recount. Trump's Stupid History With Hurricanes.

#JoeBiden #Biden2020 #BlueWave2020 #TrumpMadeInChina #VoteOutRacism #TrumpHoaxedAmerica #VotingForMyAmerica #AmericasGreatestMistake #TrumpHatesWomen #YesWeCan #TrumpIsACompleteFailure 

https://t.co/uACk92IkCz",1,0,Twitter Web App,1.22E+18,John & Mike,ProgPolAdvisor,John & Mike.,13/01/2020 16:35,5669,,,,,,,,,00:30.6
15/10/2020 00:03,1.32E+18,#Biden #BidenHarris2020 #BidenHarris  https://t.co/9s9zwfRDOv,1,1,Twitter for iPhone,23171537,Jeff,jeff4cy,"Father, husband, Lutheran, Iowan, farm kid, Cyclone.",07/03/2009 06:13,346,,,,,,,,,00:31.1
15/10/2020 00:03,1.32E+18,#Biden supporters are the like the #stormarea51 fokes. For the good of all Americans hopefully they can be found and they #TrumpPence2020 #VoteTrump2020ToSaveAmerica. https://t.co/uLpc2QYbc0,1,0,Twitter for Android,1.31E+18,Mike Brown,MikeBro66749656,Political Consultant,27/09/2020 21:25,2,,,,,,,,,00:31.6
15/10/2020 00:03,1.32E+18,"@realDonaldTrump #TrumpIsALaughingStock @realDonaldTrump at his Iowa cult rally compared #JoeBiden to Putin, XI, and Kim Jong-un.  In the same sentence he called @JoeBiden “shot” and all 3 communist leaders “SHARP”

#TrumpIsANationalDisgrace",0,0,Twitter for iPhone,9.15E+17,ßrauntek∞John☻,bocatek,IT Specialist|Former Firefighter| Online Privacy Advocate|American|Patriot|#BidenHarris2020|https://t.co/adCaF3vMIs,02/10/2017 03:32,295,"Boca Raton, Florida USA",26.3586885,-80.0830984,Boca Raton,United States of America,North America,Florida,FL,00:32.1
